194.4785118,69003.79109,72226.20082,72411.71837
161.5321636,72599.29442,72283.34379,72428.85637
141.5855885,73831.1429,69674.00098,69609.66277
140.9959793,69346.23957,69837.54539,69788.53083
141.5483952,70410.92396,69499.58587,68309.81398
62.49094009,39780.66802,41321.15483,41334.90682
78.59897614,42054.22997,41103.50442,40549.45016
78.62639427,40553.50494,40634.65333,40524.06788
62.52336502,40958.68993,40692.87872,40173.16222
78.14383507,40487.58554,40745.70513,40433.12907
78.63068581,40361.64451,40365.31496,40365.66615
94.16913986,40389.1089,40277.17948,40325.38247
78.53269577,40314.27121,40295.44854,40209.70654
62.52646446,40518.20731,40342.75198,40478.58953
62.52408028,40409.56926,40472.64981,40474.52831
62.52670288,41829.61345,40571.80452,40248.87538
62.5231266,40448.20571,40330.49178,40393.42475
62.99066544,40509.19676,40379.81772,41256.31285
78.49979401,46739.14385,41475.9326,40324.09692
78.07350159,40676.38445,41183.60662,40939.47697
78.09972763,40734.1938,40238.95979,40706.19321
93.72401237,40421.59414,40557.2052,40588.74893
93.72830391,41150.39039,40629.01926,40732.5387
171.8313694,42968.70732,40471.57335,40408.35118
78.10759544,40906.32987,42510.10919,40895.1683
78.06682587,41859.17091,42145.45059,40796.4282
78.10688019,40622.60771,40553.74503,40546.27085
78.07374001,40563.40384,40763.3636,40593.26077
62.48307228,40641.37816,40408.2737,40486.24539
62.48044968,40391.68572,40502.64478,40766.7048
78.10616493,40453.9783,40235.52823,41296.90003
78.07278633,40829.07176,41363.48343,40515.76853
62.48426437,40486.34815,40344.74969,40627.4271
78.11117172,40516.23821,40575.38652,40474.96486
78.10592651,40433.60019,40096.55786,40139.58645
93.72806549,40923.2161,40361.3379,40360.29911
78.06825638,40516.59536,40484.77983,40393.27455
78.0684948,40736.13095,40425.25625,40532.06062
78.10711861,40310.94003,40626.34492,40111.34958
78.06801796,40641.91151,40703.18937,40266.43348
78.07135582,40282.60183,40699.08547,40239.01701
78.0684948,40692.6744,40343.08386,40625.38695
62.48378754,40548.48766,41049.35503,41054.48794
78.11307907,43372.96867,41653.16486,40440.26971
78.10688019,42810.47297,42001.4019,42754.31943
93.69683266,44933.88224,47021.49105,41839.80131
74.7756958,42886.74068,42967.47541,43559.44848
76.00092888,42811.30981,42072.91222,40564.36372
62.48211861,40298.68102,40409.01732,41039.09445
78.10664177,40709.90539,41644.00983,40291.53109
78.10544968,40774.1549,40187.4373,40534.52086
78.10544968,40350.15821,41591.43305,41074.88155
62.48402596,40801.9371,40732.25975,40831.65216
62.48545647,41301.35608,41597.08691,40340.70826
78.11498642,40656.34942,40611.85193,40509.14526
62.48736382,40531.47435,41487.57362,42401.19028
84.84005928,42309.87811,46641.41083,43963.19151
78.06897163,46508.1296,42683.42519,46474.82085
84.40995216,45832.37982,45715.98816,43536.44395
109.3485355,42589.69808,45971.77625,43657.50575
76.7967701,43715.75379,45016.87026,42657.54247
78.0749321,42001.83249,41796.48614,51093.05811
78.10401917,45035.78663,44569.50569,45782.3205
83.32705498,44493.93964,45871.81902,45489.07781
84.10930634,44056.33283,42748.58069,46147.06874
94.11978722,45821.22016,46418.31756,48315.53102
86.2929821,46814.46767,46938.81917,46985.64458
89.27702904,44432.0426,44838.5148,45105.29995
88.09614182,47140.9719,49249.14265,48855.73339
86.76671982,46383.20184,45404.15168,45137.94398
86.11536026,45411.31234,44403.35631,44253.28708
176.7642498,46364.84575,44610.24714,43947.46542
85.24394035,45699.81384,45082.13472,44756.80017
78.56583595,45661.40437,45367.69724,46977.55265
78.60517502,45464.05935,46338.16433,46654.79994
92.01264381,46527.44246,45620.47482,44847.15414
94.50721741,44931.81705,48666.87632,48682.17587
80.22809029,45410.70509,43941.65111,45948.457
78.11069489,46644.45496,45582.88813,46528.22042
112.0665073,46717.36193,45390.22446,45841.57014
86.35282516,45780.6077,45858.88124,48092.93461
84.8069191,47144.37509,45962.92377,46669.52419
80.09958267,45210.30974,45558.06684,47967.79537
88.00911903,50363.25121,44029.23107,44170.58754
93.72806549,44462.29768,44157.72367,44245.47625
93.6934948,44383.11744,44691.25366,43740.12017
93.76120567,44165.97891,44081.0225,44637.21442
93.74046326,44543.45942,60131.43659,70419.96861
140.5920982,70291.50867,70331.36964,70186.41734
140.5911446,70340.30008,70107.68342,69996.77515
140.5892372,69827.26431,70466.63237,70653.19633
140.5918598,70543.00976,70783.40459,72168.8695
142.5738335,70637.99715,70539.82067,71093.32395
139.6920681,70977.78773,71036.54385,71657.61304
143.1417465,70918.78676,71182.08599,70926.8198
159.1274738,46604.20823,45753.16763,45394.27042
102.2400856,44097.24998,46090.81697,43382.83396
81.26020432,44964.68854,43323.87257,42431.5865
87.15391159,43762.65645,44442.76929,42722.93973
79.38814163,43882.41076,43858.75177,43489.23326
,,,
90.73817253,46199.62181,46250.3515,46356.03317
