5.986213684,173.5596657,149.4853497,145.1101303,,5.940198898,235.3868484,226.4180183,217.550993,,6.982326508,253.9401054,236.5059853,217.4847126,,6.980657578,287.7862453,260.4987621,250.9512901,,7.942199707,306.76651,276.9231796,263.9923096,,15.61760902,392.1141624,344.8853493,313.532114,,11.97075844,392.0214176,354.1388512,364.1045094,,10.9705925,416.062355,393.1822777,377.0725727
2.990484238,179.5196533,147.698164,140.6524181,,3.990650177,243.3710098,226.4661789,226.9482613,,3.990650177,250.9112358,233.4823608,225.979805,,3.987550735,274.856329,286.8254185,252.4249554,,5.981445313,290.7719612,271.3797092,272.8624344,,0,376.4703274,329.2517662,297.9867458,,7.977485657,393.0232525,349.6186733,359.1148853,,8.975982666,427.9491901,424.4828224,436.9823933
1.994848251,178.0600548,150.0461102,135.9584332,,3.987073898,230.4091454,227.4610996,202.5947571,,3.988981247,252.4285316,226.9761562,214.5586014,,4.991054535,276.83568,256.2220097,253.1561852,,4.98509407,305.8106899,283.7870121,261.5594864,,15.6211853,376.5149117,313.6742115,331.7763805,,7.979154587,408.9877605,345.6168175,377.6767254,,8.974313736,477.3151875,413.9835835,389.0326023
2.993345261,170.0587273,141.700983,141.7102814,,5.498409271,248.3661175,223.4647274,206.4795494,,3.99017334,251.4045238,221.9569683,215.4910564,,4.986524582,289.3691063,252.9470921,246.4447021,,5.982398987,344.9308872,341.435194,327.832222,,15.62619209,360.4857922,338.2027149,329.2520046,,9.971141815,468.6024189,456.1901093,430.9687614,,9.491920471,440.9315586,438.3368492,386.6298199
2.993345261,181.538105,167.3586369,161.6148949,,3.989458084,234.4510555,209.6483707,200.6490231,,3.989696503,248.4500408,229.9363613,214.5643234,,5.49864769,279.3285847,273.9160061,242.4674034,,5.985498428,388.5347843,300.8592129,270.8547115,,0,376.5051365,329.2560577,329.1780949,,9.970903397,410.5026722,405.0126076,447.1187592,,9.975910187,435.9138012,404.0341377,384.0918541
2.987861633,184.0257645,157.6032639,152.6618004,,3.991365433,231.4116955,226.0138988,209.5382214,,3.989934921,250.3643036,247.4398613,247.4358082,,4.986763,280.3633213,253.4303665,247.9932308,,5.950212479,312.7937317,282.5551033,263.1509304,,15.62094688,365.9954071,311.7837906,315.4082298,,13.96608353,467.3602581,395.0338364,362.5996113,,7.977247238,415.012598,392.0660019,376.0817051
2.990484238,183.5353374,156.5275192,147.064209,,4.985809326,234.4412804,225.0273228,219.4826603,,4.987478256,274.305582,246.9215393,225.5284786,,4.987239838,280.8253765,252.1104813,247.9252815,,5.98359108,292.8495407,246.7150688,238.3780479,,0,361.2761497,313.1613731,313.7683868,,5.987167358,379.0566921,365.1177883,330.6803703,,8.975744247,417.0572758,393.5081959,378.0648708
2.991914749,182.5430393,164.7899151,162.6653671,,2.990007401,243.3862686,216.5281773,214.6608829,,3.988742828,257.9050064,229.1007042,212.4958038,,5.984067917,281.7931175,249.3929863,254.8644543,,5.984783173,292.0455933,253.0674934,254.4283867,,0,360.8961105,313.6191368,313.6711121,,7.975101471,462.8379345,428.3270836,377.0804405,,8.491754532,428.933382,381.13451,368.5736656
2.993822098,193.513155,143.1319714,142.3034668,,3.987312317,244.3768978,227.9384136,228.4548283,,3.987550735,259.8459721,236.4666462,215.069294,,7.978439331,288.7766361,250.3955364,245.9292412,,3.958463669,272.8505135,263.0143166,255.9289932,,15.62452316,345.2553749,354.8088074,347.5327492,,7.979869843,397.0108032,354.5899391,351.1834145,,6.980895996,437.9146099,418.9965725,423.9532948
3.987789154,190.5236244,155.0803185,143.2025433,,4.987955093,244.3864346,231.0371399,213.5989666,,4.987239838,243.3905602,223.5040665,210.534811,,4.98509407,305.7317734,267.8425312,260.3752613,,5.948543549,294.765234,270.865202,239.0136719,,5.994796753,442.5396919,367.4283028,322.7920532,,6.978750229,390.0370598,435.9138012,398.0190754,,9.971380234,568.0911541,552.6659489,483.3290577
